property_id,host_id,city,state,country,lat,long,listing_name,property_type,guests,bedrooms,beds,bathrooms,has_ac,has_wifi,has_pool,has_kitchen,has_parking,amenities_count,price,prediction,price_delta,is_superhost,host_rating,host_response_rate,host_number_of_reviews,hosts_year,review_total,review_positive,review_negative,review_sentiment,rating_cleanliness,rating_communication,rating_checkin,rating_location,rating_value,review_advantages,review_disadvantages,review_suggestions,walk_score,poi_total,tourism_density
664422563365299587,429289519,Paris,Ile-de-France,France,48.84724,2.33988,Entire Place in Paris,entire_place,4,2,2,2.0,1,1,1,1,0,39,315.19,894.1698226951603,578.9798226951602,0,4.39,100,18,3,17,15,2,0.783,4.4,4.8,4.8,4.9,4.3,Well Equipped (4x); Great Location (4x); Responsive Host (4x); Spacious (3x); Walkable (2x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",75.6,77.20967741935483,2.833213344056216
50952771,15809233,Paris,Ile-de-France,France,48.85216,2.37818,Entire Place in Paris,entire_place,2,1,1,1.0,0,0,0,1,1,39,97.6,280.018004383174,182.418004383174,0,4.52,100,83,11,11,10,1,0.816,3.2,4.6,4.8,4.8,4.3,Great Location (5x); Very Clean (1x); Good Value (1x),Dirty General (2x); Noise General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",75.0,77.20967741935483,4.406719247264253
716061479538587256,16542312,Paris,Ile-de-France,France,48.85942,2.37505,Entire Place in Paris,entire_place,6,2,2,1.0,0,1,0,1,0,54,459.29,621.4797248352563,162.1897248352563,1,4.68,100,34,11,19,19,0,0.999,5.0,5.0,4.5,5.0,4.8,Responsive Host (9x); Highly Recommend (5x); Central (3x); Very Comfortable (3x); Spacious (3x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",74.3,77.20967741935483,4.3694478524670215
933097140796606465,28284294,Paris,Ile-de-France,France,48.8349,2.3487,Entire Place in Paris,entire_place,4,2,2,1.0,0,1,0,1,1,34,254.0,470.415821748176,216.41582174817597,1,4.8,100,140,7,24,24,0,0.981,5.0,5.0,4.9,4.9,4.8,Spacious (7x); Quiet Area (4x); Will Return (4x); Very Clean (3x); Great Communication (3x),No issues identified,No issues identified - keep up the great work!,75.1,77.20967741935483,2.3978952727983707
8032766,42413128,Paris,Ile-de-France,France,48.86045,2.36002,Entire Place in Paris,entire_place,2,2,2,1.0,0,1,0,1,0,30,148.84,379.6013009494933,230.7613009494933,0,4.66,100,107,10,24,21,3,0.758,4.7,4.8,4.8,4.9,4.5,Very Comfortable (5x); Well Equipped (4x); Highly Recommend (3x); Will Return (3x); Great Location (2x),Dirty Bathroom (1x); Too Hot (1x); Too Cold (1x); Too Small (1x); Noise General (1x),"[Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay. || [Too Cold]: Turn things off: From the lights to the heating, detail what needs to be shut off.",75.6,90.0,4.9344739331306915
12757763,21141198,Paris,Ile-de-France,France,48.86668,2.35398,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,18,184.14,276.49377893602104,92.35377893602106,1,4.97,100,188,9,24,24,0,1.0,5.0,5.0,5.0,4.9,4.9,Great Location (7x); Very Comfortable (4x); Will Return (4x); Highly Recommend (4x); Walkable (3x),Smell Issues (1x); Noise Street (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Noise Street]: Location. How did the guest feel about the area and neighborhood?",73.9,77.20967741935483,5.937536205082426
4744058,24294779,Paris,Ile-de-France,France,48.85722,2.33785,Entire Place in Paris,entire_place,4,1,1,1.0,1,1,0,1,0,11,344.47,751.1767280219742,406.7067280219742,0,4.79,100,176,11,24,21,3,0.731,4.7,4.9,4.9,5.0,4.7,Great Location (8x); Highly Recommend (7x); Quiet Area (4x); Very Comfortable (4x); Walkable (4x),Dirty General (1x); Safety Concerns (1x); Dirty Bathroom (1x); Bugs Pests (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Safety Concerns]: Location: Was the guest made aware of safety, transportation, points of interest, and special considerations like noise or other situations that might affect them? || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",73.9,77.20967741935483,3.332204510175204
1030562130853787821,26990366,Paris,Ile-de-France,France,48.861,2.3803,Entire Place in Paris,entire_place,6,3,3,2.0,0,1,0,1,0,46,339.62,806.7640397066837,467.14403970668366,0,5.0,100,1,2,1,1,0,1.0,,,,,,Beautiful Place (1x); Well Equipped (1x); Very Comfortable (1x); Highly Recommend (1x); Perfect Stay (1x),No issues identified,No issues identified - keep up the great work!,75.2,77.20967741935483,4.007333185232471
1165951830215387825,315032437,Paris,Ile-de-France,France,48.85702,2.35958,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,6,348.68,266.5922986872201,-82.08770131277993,0,4.64,50,14,1,14,14,0,0.999,4.4,4.9,4.9,4.9,4.7,Highly Recommend (5x); Great Location (5x); Will Return (3x); Spacious (2x); Quiet Area (1x),No issues identified,No issues identified - keep up the great work!,78.6,122.0,5.0689042022202315
1303556952864154162,4593397,Paris,Ile-de-France,France,48.85993,2.31816,Entire Place in Paris,entire_place,4,1,1,1.5,0,1,0,1,0,41,229.0,854.8528181278459,625.8528181278459,1,4.76,100,409,12,1,1,0,1.0,,,,,,Walkable (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,1.4,0.0,3.4011973816621555
343862,1744480,Paris,Ile-de-France,France,48.85997,2.3439,Entire Place in Paris,entire_place,2,1,1,1.0,0,0,0,1,0,39,287.06,304.0194361046706,16.9594361046706,0,4.84,100,92,13,23,22,1,0.912,4.9,4.9,4.9,4.9,4.7,Walkable (5x); Great Location (5x); Central (4x); Will Return (4x); Spacious (4x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",99.4,171.0,3.091042453358316
43027283,48760096,Paris,Ile-de-France,France,48.88349,2.36243,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,38,139.65,131.03901948111448,-8.610980518885526,1,4.81,100,95,10,24,24,0,0.995,4.8,4.9,4.9,4.5,4.8,Very Comfortable (5x); Great Host (4x); Beautiful Place (3x); Will Return (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!,74.1,77.20967741935483,3.1354942159291497
1080130262930287020,559379728,Paris,Ile-de-France,France,48.8569,2.3747,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,28,155.01,311.33366350776123,156.32366350776124,1,4.84,100,19,1,19,19,0,1.0,4.7,5.0,4.9,4.9,4.8,Great Location (5x); Responsive Host (4x); Very Comfortable (4x); Great Host (3x); Well Equipped (2x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",73.8,77.20967741935483,3.828641396489095
730327824370428624,222199838,Paris,Ile-de-France,France,48.8786,2.36953,Entire Place in Paris,entire_place,2,1,1,1.0,0,0,0,1,0,25,75.0,317.6028797895233,242.60287978952329,0,4.43,100,14,5,14,12,2,0.685,4.1,4.5,4.9,4.3,4.4,Highly Recommend (3x); Responsive Host (2x); Very Clean (2x); Quiet Area (1x); Great Communication (1x),Wifi Issues (1x); Hard To Find (1x),"[Wifi Issues]: Wifi: Provide the wifi network and password at your home or location. || [Hard To Find]: Directions and transportation: Confirm the address of a home, with instructions for getting there.",74.3,77.20967741935483,2.639057329615259
895521,4771838,Paris,Ile-de-France,France,48.85831,2.35708,Entire Place in Paris,entire_place,2,1,1,1.0,1,1,0,1,1,50,243.0,604.5437053757091,361.5437053757091,1,4.94,100,176,12,48,48,0,1.0,4.9,4.9,4.9,5.0,4.8,Great Host (10x); Responsive Host (9x); Will Return (9x); Highly Recommend (8x); Great Location (6x),No issues identified,No issues identified - keep up the great work!,78.5,122.0,5.0689042022202315
50320846,13965074,Paris,Ile-de-France,France,48.84383,2.32239,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,43,103.34,358.7961074112776,255.4561074112776,0,4.76,100,66,3,24,21,3,0.767,4.6,4.9,4.6,4.8,4.6,Responsive Host (5x); Well Equipped (5x); Will Return (3x); Great Location (3x); Walkable (2x),Safety Concerns (1x); Noise Street (1x),"[Safety Concerns]: Location: Was the guest made aware of safety, transportation, points of interest, and special considerations like noise or other situations that might affect them? || [Noise Street]: Location. How did the guest feel about the area and neighborhood?",63.6,76.0,3.912023005428146
928138738909811498,238483475,Paris,Ile-de-France,France,48.84385,2.33271,Entire Place in Paris,entire_place,8,3,3,2.0,1,1,0,1,1,49,617.0,1065.5106612006643,448.51066120066434,1,4.82,100,497,6,7,7,0,1.0,5.0,4.7,4.9,4.9,4.6,Responsive Host (2x); Very Clean (2x); Great Location (1x); Walkable (1x),No issues identified,No issues identified - keep up the great work!,79.9,85.0,3.49650756146648
15111537,5878846,Paris,Ile-de-France,France,48.876,2.3478,Entire Place in Paris,entire_place,2,1,1,1.5,0,1,0,1,0,20,103.34,465.1784235298629,361.8384235298629,0,4.63,100,368,9,24,21,3,0.75,4.7,4.8,4.8,5.0,4.8,Walkable (6x); Great Location (6x); Very Comfortable (5x); Responsive Host (4x); Well Equipped (4x),Noise General (1x); Uncomfortable Bed (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Uncomfortable Bed]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase.",84.1,115.0,4.532599493153256
1141095512155282029,656613870,Paris,Ile-de-France,France,48.8506,2.3808,Entire Place in Paris,entire_place,2,2,2,1.0,0,1,0,1,0,33,135.52,411.7150191960103,276.1950191960103,1,4.8,100,103,8,15,11,4,0.5,4.8,4.8,4.8,4.9,4.3,Great Location (4x); Good Value (2x); Walkable (2x); Very Clean (2x); Central (1x),Dirty General (3x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",74.1,77.20967741935483,3.9318256327243257
38013076,656613870,Paris,Ile-de-France,France,48.8666,2.3708,Entire Place in Paris,entire_place,6,2,2,1.0,1,1,0,1,0,37,392.71,969.7094181856896,576.9994181856896,1,4.8,100,103,8,23,21,2,0.822,4.6,4.5,4.5,4.8,4.4,Very Clean (5x); Very Comfortable (3x); Responsive Host (2x); Will Return (2x); Great Location (2x),Smell Issues (3x); Noise Street (1x); Noise General (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",74.6,77.20967741935483,3.970291913552122
1242619580824646028,80268956,Paris,Ile-de-France,France,48.8748,2.3599,Private Room in Paris,private_room,2,1,1,1.0,0,1,0,1,0,27,98.0,211.31425632008197,113.31425632008197,1,4.98,100,48,1,24,24,0,1.0,4.9,5.0,5.0,4.9,4.9,Quiet Area (5x); Well Equipped (5x); Great Host (4x); Will Return (4x); Highly Recommend (4x),No issues identified,No issues identified - keep up the great work!,75.0,77.20967741935483,4.74493212836325
875302382893584111,71681849,Paris,Ile-de-France,France,48.85762295068531,2.358015197407255,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,30,231.0,144.83499759501342,-86.16500240498658,0,4.79,100,33,2,24,22,2,0.833,4.7,5.0,4.9,5.0,4.6,Responsive Host (7x); Will Return (5x); Highly Recommend (5x); Walkable (4x); Well Equipped (3x),Noise General (2x); Noise Neighbors (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise Neighbors]: Give guests a sense of what to expect with captivating photos of your space—including photos of the inside, outside, and neighborhood around your listing.",78.7,122.0,5.0689042022202315
28355862,98666478,Paris,Ile-de-France,France,48.845295,2.321352,Hotel Room in Paris,hotel_room,2,1,1,1.0,1,1,0,0,1,31,497.0,713.5617823616011,216.5617823616011,0,4.586471029088,100,167,5,24,22,2,0.849,4.9,4.8,4.9,4.8,4.7,Great Location (5x); Very Clean (5x); Will Return (5x); Highly Recommend (5x); Walkable (3x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",68.2,46.0,3.970291913552122
1175988909648219257,10829553,Paris,Ile-de-France,France,48.85602524466596,2.357691294493003,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,25,344.47,351.78166844966574,7.311668449665717,1,4.83,98,390,7,12,12,0,1.0,4.8,5.0,5.0,5.0,4.8,Beautiful Place (3x); Responsive Host (2x); Quiet Area (1x); Great Host (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,78.5,122.0,5.0689042022202315
1305725373304307802,541551090,Paris,Ile-de-France,France,48.85661,2.35927,Entire Place in Paris,entire_place,4,1,1,1.0,1,1,0,1,1,36,108.0,702.8178971568021,594.8178971568021,0,4.53,100,989,1,5,5,0,0.999,4.4,5.0,5.0,5.0,4.8,Responsive Host (3x); Spacious (2x); Highly Recommend (1x); Well Equipped (1x); Good Bed (1x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",78.4,122.0,5.0689042022202315
21848432,1730434,Paris,Ile-de-France,France,48.8715,2.3707,Entire Place in Paris,entire_place,2,1,1,1.5,0,1,0,1,0,23,239.68,322.2785068364627,82.59850683646272,1,4.89,100,45,8,24,23,1,0.916,5.0,4.8,4.9,4.9,4.7,Responsive Host (4x); Very Clean (4x); Will Return (3x); Spacious (3x); Highly Recommend (3x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,75.6,77.20967741935483,4.0943445622221
50805781,402285530,Paris,Ile-de-France,France,48.84541,2.35129,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,35,319.57,263.44298729642054,-56.12701270357945,0,4.56,100,18,4,36,32,4,0.778,4.9,4.3,4.5,4.8,4.3,Great Location (10x); Beautiful Place (10x); Very Comfortable (8x); Walkable (8x); Will Return (4x),Too Small (4x); Dirty General (2x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",75.5,77.20967741935483,4.02535169073515
1099627388719946589,4118149,Paris,Ile-de-France,France,48.8776,2.3477,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,21,177.68,255.600122346426,77.92012234642598,0,5.0,70,21,6,20,20,0,0.998,4.7,5.0,5.0,5.0,5.0,Quiet Area (4x); Very Comfortable (4x); Responsive Host (2x); Highly Recommend (2x); Very Clean (2x),No issues identified,No issues identified - keep up the great work!,75.2,77.20967741935483,4.532599493153256
931096000157615057,524475545,Paris,Ile-de-France,France,48.87632945150105,2.368115185626349,Entire Place in Paris,entire_place,4,2,2,1.0,0,1,0,1,1,27,162.0,468.9137024185979,306.9137024185979,0,4.94,100,17,2,17,17,0,0.974,4.7,4.9,4.9,4.9,4.8,Highly Recommend (3x); Great Location (2x); Quiet Area (1x); Friendly Host (1x),No issues identified,No issues identified - keep up the great work!,74.7,77.20967741935483,2.639057329615259
1532201,2777659,Paris,Ile-de-France,France,48.8527,2.3761,Entire Place in Paris,entire_place,2,1,1,1.5,1,1,0,1,0,58,509.0,482.6591757278971,-26.340824272102907,1,4.96,90,272,12,24,24,0,0.999,5.0,5.0,5.0,5.0,4.9,Walkable (7x); Will Return (6x); Quiet Area (5x); Well Equipped (4x); Beautiful Place (4x),Plumbing Issues (1x),"[Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",74.8,77.20967741935483,4.406719247264253
918028641397240870,494957630,Paris,Ile-de-France,France,48.84845236031991,2.318727452072704,Entire Place in Paris,entire_place,4,2,2,1.0,0,1,0,1,0,44,452.73,810.3114870092954,357.5814870092954,1,5.0,100,23,2,23,23,0,1.0,5.0,5.0,4.9,5.0,4.8,Highly Recommend (9x); Perfect Stay (8x); Well Equipped (7x); Very Comfortable (6x); Responsive Host (6x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",1.3,0.0,3.737669618283368
693255959682179047,243345664,Paris,Ile-de-France,France,48.85529,2.33056,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,48,404.0,288.2303270682814,-115.76967293171862,0,5.0,100,1,3,1,1,0,1.0,,,,,,Great Location (1x); Responsive Host (1x),No issues identified,No issues identified - keep up the great work!,67.7,46.0,3.688879454113936
867954663383174821,333680462,Paris,Ile-de-France,France,48.88188,2.36525,Entire Place in Paris,entire_place,4,2,2,1.5,0,1,0,1,1,52,237.68,530.753870797198,293.073870797198,0,5.0,100,4,2,4,4,0,1.0,5.0,5.0,5.0,5.0,5.0,Will Return (2x); Perfect Stay (1x); Responsive Host (1x); Beautiful Place (1x); Great Location (1x),No issues identified,No issues identified - keep up the great work!,75.2,77.20967741935483,3.49650756146648
19678339,136226760,Paris,Ile-de-France,France,48.8516,2.3471,Entire Place in Paris,entire_place,3,2,2,1.0,0,1,0,1,0,12,216.0,266.3237259021947,50.323725902194724,0,4.73,90,140,8,24,22,2,0.833,4.9,4.8,4.7,5.0,4.6,Great Location (9x); Highly Recommend (5x); Very Comfortable (5x); Responsive Host (4x); Great Host (3x),Too Small (3x); Noise Street (2x); Noise General (2x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",65.0,76.0,4.442651256490317
854802630872525879,184937755,Paris,Ile-de-France,France,48.8639,2.3466,Entire Place in Paris,entire_place,2,1,1,0.0,0,1,0,1,0,33,223.2,163.25288436664616,-59.94711563335383,1,4.97,100,38,2,24,24,0,0.999,5.0,5.0,5.0,5.0,4.8,Great Location (10x); Walkable (6x); Responsive Host (4x); Beautiful Place (3x); Highly Recommend (2x),Noise Street (1x),[Noise Street]: Location. How did the guest feel about the area and neighborhood?,84.9,146.0,4.882801922586371
1171675047091186254,507301255,Paris,Ile-de-France,France,48.84555121439208,2.37623419191902,Entire Place in Paris,entire_place,5,2,2,1.0,1,1,0,1,0,29,167.92,746.3679971714378,578.4479971714378,0,4.12,95,1622,2,16,13,3,0.627,4.5,4.2,4.6,4.7,4.1,Great Location (2x); Central (1x); Spacious (1x); Well Equipped (1x),Overpriced (1x),"[Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing.",75.7,77.20967741935483,3.688879454113936
942717054581788258,34605063,Paris,Ile-de-France,France,48.8489,2.3687,Entire Place in Paris,entire_place,4,2,2,1.0,0,0,0,1,0,23,324.24,650.3109165724447,326.07091657244473,0,4.33,100,6,2,6,4,2,0.353,4.0,4.7,5.0,4.8,4.2,Spacious (2x); Great Location (2x); Great Communication (1x); Walkable (1x); Highly Recommend (1x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,75.6,77.20967741935483,2.995732273553991
797666602882462488,494446214,Paris,Ile-de-France,France,48.86464,2.35006,Entire Place in Paris,entire_place,1,1,1,1.0,0,1,0,1,0,35,144.41,204.08817143705843,59.67817143705844,0,4.89,29,9,2,9,9,0,1.0,4.7,4.8,4.7,5.0,4.8,Highly Recommend (3x); Walkable (2x); Very Comfortable (1x); Great Location (1x); Very Clean (1x),No issues identified,No issues identified - keep up the great work!,97.1,180.0,5.181783550292085
1030343727622587887,16207679,Paris,Ile-de-France,France,48.86586264403496,2.346663862671249,Entire Place in Paris,entire_place,2,1,1,1.5,0,1,0,1,0,39,229.64,243.56973090019625,13.929730900196262,1,4.98,100,85,4,22,22,0,0.999,5.0,5.0,5.0,5.0,4.9,Very Comfortable (8x); Great Location (6x); Highly Recommend (5x); Good Bed (4x); Quiet Area (4x),Too Hot (1x); Noise General (1x); Noise Street (1x),"[Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay. || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise Street]: Location. How did the guest feel about the area and neighborhood?",86.4,146.0,5.683579767338681
636860127174231482,44114874,Paris,Ile-de-France,France,48.8501,2.3529,Entire Place in Paris,entire_place,2,1,1,1.0,0,0,0,1,1,29,198.0,318.46321734033825,120.46321734033825,0,4.75,100,16,3,16,16,0,0.983,4.9,4.9,4.9,5.0,4.4,Great Location (5x); Walkable (3x); Spacious (2x); Great Host (2x); Responsive Host (2x),No issues identified,No issues identified - keep up the great work!,73.8,77.20967741935483,3.713572066704308
1091207297249081125,544238207,Paris,Ile-de-France,France,48.8504,2.3298,Entire Place in Paris,entire_place,5,2,2,1.0,0,1,0,1,1,41,287.06,756.1493548397079,469.08935483970794,0,0.0,50,0,5,12,12,0,1.0,4.8,4.8,4.8,4.8,4.7,Great Location (6x); Responsive Host (4x); Walkable (4x); Will Return (2x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,73.3,90.0,3.5263605246161616
863543654332792232,10438434,Paris,Ile-de-France,France,48.87184030021491,2.358398205937559,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,42,315.76,377.9414960217893,62.181496021789314,1,5.0,100,16,2,16,16,0,1.0,5.0,5.0,5.0,5.0,5.0,Responsive Host (4x); Highly Recommend (4x); Quiet Area (3x); Walkable (3x); Well Equipped (3x),Noise Street (2x),[Noise Street]: Location. How did the guest feel about the area and neighborhood?,89.6,132.0,4.74493212836325
685206765927231840,110937072,Paris,Ile-de-France,France,48.8618,2.3402,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,0,35,287.06,403.4484801639176,116.38848016391762,1,4.96,100,47,3,24,23,1,0.918,4.9,5.0,4.9,5.0,4.9,Great Location (8x); Very Clean (6x); Very Comfortable (4x); Responsive Host (4x); Highly Recommend (4x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,75.4,77.20967741935483,4.6913478822291435
1242583978790674748,158314905,Paris,Ile-de-France,France,48.8678,2.357,Entire Place in Paris,entire_place,6,2,2,2.0,0,1,0,1,0,20,170.0,580.3541038216309,410.35410382163093,0,4.51,100,603,5,4,3,1,0.507,4.2,4.8,4.0,4.5,4.5,Walkable (1x); Very Comfortable (1x); Great Host (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,89.0,132.0,5.075173815233827
905073834849720489,349842184,Paris,Ile-de-France,France,48.8535,2.3533,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,39,390.4,257.36734686016854,-133.03265313983144,0,5.0,100,8,2,8,7,1,0.805,5.0,5.0,5.0,5.0,4.9,Will Return (3x); Walkable (2x); Beautiful Place (2x); Highly Recommend (2x); Very Comfortable (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,75.0,77.20967741935483,3.713572066704308
813105218495279020,5458450,Paris,Ile-de-France,France,48.85584081185662,2.379070854061957,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,36,163.0,216.41202508166057,53.41202508166057,1,4.94,100,32,2,23,22,1,0.914,4.9,4.9,4.8,4.9,4.9,Will Return (6x); Beautiful Place (4x); Responsive Host (4x); Great Location (3x); Very Comfortable (3x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,74.1,77.20967741935483,4.3694478524670215
1163060866960206005,579231109,Paris,Ile-de-France,France,48.85844752371491,2.357376780229651,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,25,242.28,319.9014404069674,77.62144040696742,0,4.75,100,4,1,4,3,1,0.517,4.8,4.2,3.8,5.0,4.8,Perfect Stay (1x); Walkable (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,79.3,122.0,5.0689042022202315
15370524,38136761,Paris,Ile-de-France,France,48.8617,2.3746,Entire Place in Paris,entire_place,2,1,1,1.5,0,1,0,1,1,38,293.37,90.07102179210156,-203.29897820789844,0,4.96,100,23,1,46,46,0,1.0,4.9,5.0,5.0,5.0,5.0,Very Comfortable (12x); Beautiful Place (10x); Highly Recommend (10x); Will Return (10x); Great Host (8x),No issues identified,No issues identified - keep up the great work!,75.4,77.20967741935483,3.8501476017100584
