host_id,property_count,property_ids,is_superhost,host_rating,host_response_rate,hosts_year,host_number_of_reviews,total_reviews,positive_reviews,negative_reviews,avg_sentiment,avg_rating_cleanliness,avg_rating_communication,avg_rating_checkin,avg_rating_location,avg_rating_value,avg_price,avg_prediction,avg_price_delta,avg_lat,avg_long,avg_walk_score,avg_amenities_count,main_property_type,combined_advantages,combined_disadvantages,combined_suggestions,quality_score
22563088,1,47574663,0,4.58,100,11,4381,24,23,1,0.922,4.8,4.9,4.8,4.9,4.6,700.26,1092.7614174317996,392.5014174317996,48.8543,2.323,68.1,49.0,entire_place,Spacious (8x); Responsive Host (6x); Walkable (4x); Highly Recommend (3x); Great Location (3x),Dirty General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.922
24294779,1,4744058,0,4.79,100,11,176,24,21,3,0.731,4.7,4.9,4.9,5.0,4.7,344.47,751.1767280219742,406.7067280219742,48.85722,2.33785,73.9,11.0,entire_place,Great Location (8x); Highly Recommend (7x); Quiet Area (4x); Very Comfortable (4x); Walkable (4x),Dirty General (1x); Safety Concerns (1x); Dirty Bathroom (1x); Bugs Pests (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Safety Concerns]: Location: Was the guest made aware of safety, transportation, points of interest, and special considerations like noise or other situations that might affect them? || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.731
24508929,2,"1101303677021001185,1091353464944459736",1,4.87,100,1,45,42,42,0,1.0,4.800000000000001,4.9,4.9,5.0,4.699999999999999,214.92000000000002,288.4224984213163,73.50249842131628,48.8561,2.3518499999999998,77.6,24.5,entire_place,Great Location (7x); Responsive Host (5x); Highly Recommend (4x); Walkable (4x); Great Host (3x); Great Location (6x); Very Comfortable (4x); Central (2x); Will Return (2x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,1.0
26397147,1,5108396,1,4.88,100,10,345,48,46,2,0.917,4.9,4.9,4.9,4.9,4.8,406.0,389.11661960892104,-16.88338039107896,48.872,2.35956,88.9,25.0,entire_place,Spacious (12x); Responsive Host (10x); Walkable (10x); Highly Recommend (10x); Beautiful Place (10x),Noise General (2x); Too Small (2x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.917
26959906,1,5211416,0,4.87,50,10,53,24,24,0,0.981,4.8,4.9,4.8,4.8,4.8,191.9,238.31949556442288,46.419495564422874,48.8598,2.3788,75.7,30.0,entire_place,Responsive Host (4x); Highly Recommend (4x); Walkable (4x); Will Return (3x); Great Location (3x),No issues identified,No issues identified - keep up the great work!,0.981
26990366,1,1030562130853787821,0,5.0,100,2,1,1,1,0,1.0,,,,,,339.62,806.7640397066837,467.14403970668366,48.861,2.3803,75.2,46.0,entire_place,Beautiful Place (1x); Well Equipped (1x); Very Comfortable (1x); Highly Recommend (1x); Perfect Stay (1x),No issues identified,No issues identified - keep up the great work!,1.0
27176318,1,1066056159357621770,0,5.0,80,1,3,6,6,0,0.999,5.0,5.0,5.0,5.0,4.3,363.91,404.15590848335825,40.24590848335822,48.86620086959349,2.358975339851398,90.2,5.0,entire_place,Spacious (4x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,0.999
27263973,1,37880435,1,4.81,100,7,273,24,24,0,0.999,4.5,4.9,4.9,5.0,4.7,375.47,509.5654992819358,134.09549928193576,48.8587,2.3503,85.5,50.0,entire_place,Highly Recommend (8x); Great Location (7x); Responsive Host (5x); Walkable (5x); Very Clean (4x),Dirty General (1x); Dirty Kitchen (1x); Too Small (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty Kitchen]: All dishes, cookware, and utensils are clean and put away. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.999
28284294,1,933097140796606465,1,4.8,100,7,140,24,24,0,0.981,5.0,5.0,4.9,4.9,4.8,254.0,470.415821748176,216.41582174817597,48.8349,2.3487,75.1,34.0,entire_place,Spacious (7x); Quiet Area (4x); Will Return (4x); Very Clean (3x); Great Communication (3x),No issues identified,No issues identified - keep up the great work!,0.981
30620999,1,1131546755764000738,0,4.7,100,7,30,13,12,1,0.871,4.9,4.8,4.8,5.0,4.8,137.79,98.28422490958374,-39.50577509041625,48.86017054004144,2.310657614951714,75.6,14.0,private_room,Quiet Area (2x); Central (2x); Walkable (2x); Very Clean (2x); Highly Recommend (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.871
30761202,1,21223351,0,4.77,100,8,39,24,23,1,0.923,4.6,5.0,5.0,5.0,4.7,231.05,354.46481919237283,123.41481919237282,48.86373,2.35459,75.5,26.0,entire_place,Beautiful Place (5x); Walkable (4x); Responsive Host (4x); Will Return (4x); Highly Recommend (3x),Noise Neighbors (1x),"[Noise Neighbors]: Give guests a sense of what to expect with captivating photos of your space—including photos of the inside, outside, and neighborhood around your listing.",0.923
32370794,1,992797316026832361,0,4.88,100,2,8,8,8,0,0.996,4.9,5.0,5.0,5.0,4.6,624.06,596.8949311262403,-27.16506887375965,48.8639,2.3573,89.4,45.0,entire_place,Responsive Host (4x); Highly Recommend (2x); Very Clean (2x); Great Location (1x); Perfect Stay (1x),Hot Water Issues (1x),"[Hot Water Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.996
33375651,1,639885081245760540,1,4.71,100,10,107,24,23,1,0.911,4.7,4.9,4.8,4.9,4.6,248.59,526.6422138338913,278.0522138338913,48.8618,2.3413,75.5,34.0,entire_place,Responsive Host (5x); Great Location (4x); Walkable (4x); Well Equipped (3x); Perfect Stay (3x),Noise Street (1x); Dirty General (1x),"[Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.911
34605063,1,942717054581788258,0,4.33,100,2,6,6,4,2,0.353,4.0,4.7,5.0,4.8,4.2,324.24,650.3109165724447,326.07091657244473,48.8489,2.3687,75.6,23.0,entire_place,Spacious (2x); Great Location (2x); Great Communication (1x); Walkable (1x); Highly Recommend (1x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.353
35265386,1,6857305,0,4.7,100,10,116,24,23,1,0.898,4.6,4.9,4.8,4.7,4.6,191.9,510.23916890141504,318.33916890141506,48.88267,2.36839,74.6,33.0,entire_place,Great Location (5x); Highly Recommend (5x); Very Comfortable (3x); Walkable (2x); Quiet Area (2x),Dirty General (1x); Dirty Bathroom (1x); Noise General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.898
35622410,1,8397019,1,4.89,100,10,215,24,24,0,0.998,4.8,5.0,5.0,5.0,4.8,263.0,74.17358268239903,-188.82641731760097,48.85652,2.37471,73.9,21.0,entire_place,Great Host (9x); Will Return (7x); Great Location (7x); Responsive Host (5x); Very Clean (3x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.998
35703414,1,922305187538410260,1,4.92,100,2,36,24,24,0,0.996,4.9,4.9,4.9,4.9,4.9,516.7,776.0685444637223,259.3685444637223,48.8402,2.3334,67.9,56.0,entire_place,Highly Recommend (8x); Walkable (6x); Spacious (5x); Well Equipped (5x); Responsive Host (5x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.996
35837917,1,6838781,0,4.74,100,10,137,48,44,4,0.845,4.6,4.9,4.9,4.9,4.7,121.75,147.74851659855028,25.99851659855028,48.8727,2.34717,83.0,22.0,unique_stay,Very Comfortable (6x); Responsive Host (6x); Highly Recommend (5x); Great Communication (4x); Great Location (3x),Too Small (6x); Dirty General (2x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.845
36377252,1,860144682682633827,0,4.89,100,2,9,9,9,0,1.0,5.0,5.0,5.0,4.8,4.9,150.18,299.2767947880115,149.0967947880115,48.85447432574367,2.374501141841372,75.4,11.0,entire_place,Very Clean (2x); Great Location (1x); Great Host (1x); Will Return (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,1.0
36649073,1,684481901044002316,0,4.83,50,10,35,21,20,1,0.905,4.7,5.0,5.0,5.0,4.8,116.0,589.2851010375521,473.28510103755207,48.85834,2.37432,73.9,17.0,entire_place,Will Return (8x); Very Comfortable (4x); Walkable (3x); Well Equipped (3x); Quiet Area (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.905
38136761,1,15370524,0,4.96,100,1,23,46,46,0,1.0,4.9,5.0,5.0,5.0,5.0,293.37,90.07102179210156,-203.29897820789844,48.8617,2.3746,75.4,38.0,entire_place,Very Comfortable (12x); Beautiful Place (10x); Highly Recommend (10x); Will Return (10x); Great Host (8x),No issues identified,No issues identified - keep up the great work!,1.0
40038394,1,981788918854763014,0,5.0,100,2,7,7,7,0,1.0,5.0,5.0,5.0,5.0,4.7,559.25,316.4499851416648,-242.8000148583352,48.87232,2.36319,74.5,44.0,entire_place,Highly Recommend (2x); Quiet Area (1x); Beautiful Place (1x); Will Return (1x); Responsive Host (1x),No issues identified,No issues identified - keep up the great work!,1.0
40491024,1,35727556,1,5.0,100,1,23,46,46,0,1.0,5.0,5.0,5.0,5.0,5.0,218.16,391.22965085859767,173.06965085859767,48.8737,2.3518,74.9,57.0,entire_place,Spacious (12x); Responsive Host (10x); Great Host (10x); Very Comfortable (10x); Beautiful Place (8x),No issues identified,No issues identified - keep up the great work!,1.0
42413128,1,8032766,0,4.66,100,10,107,24,21,3,0.758,4.7,4.8,4.8,4.9,4.5,148.84,379.6013009494933,230.7613009494933,48.86045,2.36002,75.6,30.0,entire_place,Very Comfortable (5x); Well Equipped (4x); Highly Recommend (3x); Will Return (3x); Great Location (2x),Dirty Bathroom (1x); Too Hot (1x); Too Cold (1x); Too Small (1x); Noise General (1x),"[Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay. || [Too Cold]: Turn things off: From the lights to the heating, detail what needs to be shut off.",0.758
43165461,1,916384800669857974,0,4.91,100,9,54,3,3,0,0.999,5.0,4.7,5.0,5.0,5.0,124.0,443.43170459662787,319.43170459662787,48.8562,2.3624,68.1,29.0,entire_place,Walkable (2x); Great Host (1x); Very Comfortable (1x); Great Location (1x); Spacious (1x),No issues identified,No issues identified - keep up the great work!,0.999
44056029,1,8358228,0,5.0,100,10,79,24,24,0,0.999,5.0,5.0,4.9,5.0,4.8,629.0,384.53784717559904,-244.46215282440096,48.86725,2.33483,86.8,47.0,entire_place,Walkable (6x); Well Equipped (6x); Very Clean (5x); Will Return (4x); Spacious (3x),Noise Street (1x),[Noise Street]: Location. How did the guest feel about the area and neighborhood?,0.999
44114874,1,636860127174231482,0,4.75,100,3,16,16,16,0,0.983,4.9,4.9,4.9,5.0,4.4,198.0,318.46321734033825,120.46321734033825,48.8501,2.3529,73.8,29.0,entire_place,Great Location (5x); Walkable (3x); Spacious (2x); Great Host (2x); Responsive Host (2x),No issues identified,No issues identified - keep up the great work!,0.983
47331392,1,994835099986963495,0,5.0,100,2,21,21,20,1,0.913,5.0,5.0,5.0,5.0,5.0,116.46,261.274149255475,144.814149255475,48.86940296279705,2.371906564032434,74.2,19.0,entire_place,Well Equipped (4x); Very Clean (4x); Very Comfortable (3x); Quiet Area (3x); Highly Recommend (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.913
47524898,1,1141235520673622434,1,4.79,100,8,80,24,21,3,0.78,4.9,5.0,4.8,5.0,4.8,95.31,366.71493543710983,271.4049354371098,48.85505,2.38333,75.6,30.0,entire_place,Highly Recommend (9x); Great Location (5x); Very Comfortable (5x); Responsive Host (3x); Quiet Area (3x),Plumbing Issues (1x),"[Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",0.78
48760096,1,43027283,1,4.81,100,10,95,24,24,0,0.995,4.8,4.9,4.9,4.5,4.8,139.65,131.03901948111448,-8.610980518885526,48.88349,2.36243,74.1,38.0,entire_place,Very Comfortable (5x); Great Host (4x); Beautiful Place (3x); Will Return (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!,0.995
50049238,1,1281836180574325141,0,4.0,60,2,1,1,1,0,1.0,,,,,,129.0,595.172237880462,466.17223788046203,48.86499939172683,2.34428087878258,86.6,19.0,entire_place,No specific themes identified,No issues identified,No issues identified - keep up the great work!,1.0
50502817,1,928851697118320254,0,4.49,100,10,5311,16,14,2,0.738,4.1,4.7,4.2,4.7,4.4,215.87,720.7722286523621,504.90222865236206,48.85263566900621,2.318492187270365,0.2,26.0,entire_place,Well Equipped (4x); Quiet Area (4x); Great Location (2x); Responsive Host (2x); Highly Recommend (2x),Dirty General (2x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.738
50978178,3,"818056067401997330,39192734,42875452",0,4.22,86,9,14236,51,47,4,0.8406666666666668,4.633333333333333,4.266666666666667,4.566666666666666,4.8,4.3,312.19,427.63917640406345,115.44917640406344,48.8674,2.3435,79.36666666666667,22.666666666666668,entire_place,Very Clean (3x); Highly Recommend (2x); Walkable (2x); Well Equipped (1x); Perfect Stay (1x); Very Clean (3x); Well Equipped (2x); Very Comfortable (2x); Walkable (1x); Perfect Stay (1x); Will Return (3x); Very Clean (2x); Very Comfortable (2x); Good Value (1x); Beautiful Place (1x),No issues identified; Noise General (1x); Too Small (1x),"Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.; [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.8406666666666668
51567288,2,"53286084,544165548715558681",0,4.45,100,9,10305,48,41,7,0.7075,4.550000000000001,4.45,4.35,4.6,4.35,555.5,575.0469254792537,19.546925479253673,48.873900000000006,2.34466,77.69999999999999,42.0,entire_place,Spacious (6x); Responsive Host (4x); Very Clean (3x); Highly Recommend (3x); Well Equipped (3x); Highly Recommend (4x); Responsive Host (4x); Walkable (2x); Very Clean (2x); Great Location (2x),Noise General (1x); Dirty General (1x); Bugs Pests (1x); Smell Issues (1x); Overpriced (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.; [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Bugs Pests]: Cleanliness: Did the home meet our standards? (It should be free of health hazards like mold and pests. It should also be free of extensive dust, pet dander, dirty dishes, etc.). || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.",0.7075
53323515,1,18132057,1,4.89,100,8,927,24,22,2,0.833,5.0,4.7,4.9,5.0,4.7,760.8,443.17297572251096,-317.627024277489,48.8567,2.3419,74.3,27.0,entire_place,Very Clean (5x); Very Comfortable (4x); Great Location (4x); Beautiful Place (4x); Will Return (2x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.833
57732148,1,13042208,0,4.73,100,9,22,20,18,2,0.818,5.0,4.9,4.9,4.1,4.7,432.76,636.6350875832211,203.8750875832211,48.88297,2.36003,74.9,28.0,entire_place,Highly Recommend (3x); Will Return (3x); Very Clean (3x); Beautiful Place (2x); Quiet Area (2x),Dirty General (1x); Noise General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.818
57765537,1,755671755081695745,1,4.83,100,9,1079,24,24,0,0.999,5.0,4.9,4.9,4.9,4.8,246.34,240.55340023202544,-5.786599767974565,48.8692,2.3549,75.3,35.0,entire_place,Responsive Host (8x); Will Return (6x); Very Clean (4x); Quiet Area (4x); Walkable (3x),Noise Street (1x); Safety Concerns (1x),"[Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Safety Concerns]: Location: Was the guest made aware of safety, transportation, points of interest, and special considerations like noise or other situations that might affect them?",0.999
58315168,1,1109185664052606831,1,5.0,100,1,14,14,14,0,1.0,5.0,4.9,4.9,5.0,4.9,434.15,573.972778576529,139.822778576529,48.85839976389477,2.364792018876807,74.7,25.0,entire_place,Spacious (4x); Very Comfortable (3x); Will Return (3x); Central (2x); Great Host (2x),No issues identified,No issues identified - keep up the great work!,1.0
58810407,1,40473430,1,4.72,100,9,3987,24,22,2,0.833,4.9,5.0,4.9,4.8,4.7,199.0,375.5614511031472,176.5614511031472,48.86734,2.35386,74.0,18.0,entire_place,Great Location (7x); Responsive Host (5x); Highly Recommend (5x); Walkable (5x); Very Clean (3x),Noise General (3x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.833
59003029,1,14929010,0,4.51,97,9,445,24,20,4,0.684,4.8,4.7,4.6,4.8,4.4,297.55,597.932295661769,300.382295661769,48.85279,2.3452,88.1,33.0,entire_place,Very Comfortable (6x); Walkable (5x); Will Return (4x); Very Clean (3x); Great Location (3x),Noise General (7x); Noise Street (2x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise Street]: Location. How did the guest feel about the area and neighborhood?",0.684
69907184,1,15947555,1,4.82,100,9,380,48,44,4,0.834,4.9,4.9,4.9,4.8,4.8,119.11,78.90341985088918,-40.20658014911082,48.85592,2.38086,74.5,42.0,private_room,Great Location (8x); Well Equipped (7x); Responsive Host (7x); Very Clean (4x); Spacious (4x),Too Small (3x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.834
70765574,1,1261990363341407917,0,4.39,100,9,59,14,13,1,0.873,4.7,5.0,5.0,5.0,4.5,65.0,345.11114319427634,280.11114319427634,48.87027,2.36232,74.5,15.0,entire_place,Responsive Host (3x); Highly Recommend (2x); Walkable (2x); Very Comfortable (2x); Will Return (2x),Wifi Issues (1x),[Wifi Issues]: Wifi: Provide the wifi network and password at your home or location.,0.873
71533056,1,664142102734230107,1,4.88,100,2,42,24,24,0,1.0,4.8,5.0,5.0,5.0,4.8,172.0,121.99936629216046,-50.00063370783954,48.8542,2.3651,75.3,42.0,entire_place,Very Comfortable (10x); Great Location (5x); Highly Recommend (4x); Responsive Host (4x); Walkable (3x),No issues identified,No issues identified - keep up the great work!,1.0
71681849,1,875302382893584111,0,4.79,100,2,33,24,22,2,0.833,4.7,5.0,4.9,5.0,4.6,231.0,144.83499759501342,-86.16500240498658,48.85762295068531,2.358015197407255,78.7,30.0,entire_place,Responsive Host (7x); Will Return (5x); Highly Recommend (5x); Walkable (4x); Well Equipped (3x),Noise General (2x); Noise Neighbors (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise Neighbors]: Give guests a sense of what to expect with captivating photos of your space—including photos of the inside, outside, and neighborhood around your listing.",0.833
73485865,1,52562631,0,4.81,100,4,48,24,24,0,0.998,4.6,5.0,4.9,4.8,4.7,213.0,451.7847501229688,238.78475012296877,48.868,2.3551,75.7,30.0,entire_place,Responsive Host (11x); Great Location (6x); Very Comfortable (4x); Walkable (4x); Quiet Area (3x),No issues identified,No issues identified - keep up the great work!,0.998
79299180,1,1166591570472592738,0,4.5,100,2,42,48,40,8,0.663,4.2,4.4,4.9,4.9,4.5,394.38,581.2412951332235,186.8612951332235,48.84272920092661,2.323983079450691,63.7,27.0,entire_place,Great Location (10x); Spacious (9x); Highly Recommend (8x); Well Equipped (7x); Very Clean (5x),Dirty General (1x); Smell Issues (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.",0.663
80268956,1,1242619580824646028,1,4.98,100,1,48,24,24,0,1.0,4.9,5.0,5.0,4.9,4.9,98.0,211.31425632008197,113.31425632008197,48.8748,2.3599,75.0,27.0,private_room,Quiet Area (5x); Well Equipped (5x); Great Host (4x); Will Return (4x); Highly Recommend (4x),No issues identified,No issues identified - keep up the great work!,1.0
81457001,1,935959220110718350,0,4.82,100,9,78,23,23,0,0.996,4.6,5.0,5.0,5.0,4.8,408.94,402.862836325244,-6.07716367475598,48.8565,2.368,75.0,33.0,entire_place,Great Location (7x); Responsive Host (6x); Highly Recommend (3x); Very Comfortable (3x); Well Equipped (3x),No issues identified,No issues identified - keep up the great work!,0.996
82503571,1,848295886715499272,0,5.0,100,2,2,2,2,0,1.0,,,,,,577.63,873.2684812504715,295.6384812504715,48.8776,2.345,75.2,42.0,entire_place,Responsive Host (2x); Very Comfortable (1x); Spacious (1x),No issues identified,No issues identified - keep up the great work!,1.0
84188017,1,14643736,1,4.74,100,9,95,24,24,0,0.983,4.9,4.8,4.8,4.7,4.5,206.0,365.9807299750323,159.98072997503232,48.87054,2.35824,89.7,14.0,entire_place,Spacious (8x); Responsive Host (6x); Walkable (5x); Very Clean (3x); Very Comfortable (3x),Key Issues (1x),"[Key Issues]: The most popular self check-in methods are: smart lock, keypad, and lockbox. Whichever method you select, it’s important to give each booking guest a unique access code.",0.983
89584510,1,916548506166106797,0,5.0,100,2,2,2,2,0,1.0,,,,,,206.68,627.4505387432697,420.7705387432697,48.86987,2.36521,75.2,29.0,entire_place,Great Location (2x); Good Value (1x),No issues identified,No issues identified - keep up the great work!,1.0
90756218,1,23353402,1,4.86,88,7,22,22,22,0,0.999,4.9,5.0,4.9,4.9,4.9,106.0,144.48551979999837,38.48551979999837,48.84819,2.35105,77.6,12.0,private_room,Great Location (4x); Friendly Host (3x); Very Comfortable (3x); Will Return (3x); Great Host (2x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.999
93011789,1,22915152,1,4.88,100,6,75,24,22,2,0.837,4.8,4.9,4.6,4.9,4.6,400.73,401.9411166702572,1.2111166702571836,48.86606965486517,2.36985907494796,74.6,47.0,entire_place,Very Comfortable (6x); Well Equipped (4x); Responsive Host (4x); Great Location (4x); Walkable (4x),Too Small (1x); Dirty Kitchen (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty Kitchen]: All dishes, cookware, and utensils are clean and put away.",0.837
95389398,1,19834415,0,4.58,100,9,8872,24,19,5,0.575,4.2,4.8,4.6,4.5,4.2,210.0,795.9292957318594,585.9292957318594,48.8694,2.3515,74.6,29.0,entire_place,Walkable (4x); Responsive Host (4x); Great Location (4x); Good Value (3x); Central (2x),Noise General (4x); Safety Concerns (2x); Dirty General (1x); Hot Water Issues (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Safety Concerns]: Location: Was the guest made aware of safety, transportation, points of interest, and special considerations like noise or other situations that might affect them? || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.575
98666478,1,28355862,0,4.586471029088,100,5,167,24,22,2,0.849,4.9,4.8,4.9,4.8,4.7,497.0,713.5617823616011,216.5617823616011,48.845295,2.321352,68.2,31.0,hotel_room,Great Location (5x); Very Clean (5x); Will Return (5x); Highly Recommend (5x); Walkable (3x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.849
